ISIN,Name,Currency,StartDate,EndDate,EODHD
FI0009013403,KONE B,EUR,9/30/2020,,KNEBV.HE
GB00BH4HKS39,VODAFONE GRP,GBP,9/30/2020,,VOD.LSE
DE0008430026,MUENCHENER RUECK,EUR,9/30/2020,,MUV2.XETRA
DE000A1ML7J1,Vonovia SE,EUR,9/30/2020,,VNA.XETRA
CH0210483332,CIE FINANCIERE RICHEMONT,CHF,9/30/2020,,CFR.SW
CH0418792922,SIKA,CHF,9/30/2020,,SIKA.SW
FR0000073272,SAFRAN,EUR,9/30/2020,,SAF.PA
GB00B19NLV48,EXPERIAN,GBP,9/30/2020,,EXPN.LSE
CH0010645932,GIVAUDAN,CHF,9/30/2020,,GIVN.SW
IT0000072618,INTESA SANPAOLO,EUR,9/30/2020,,IES.XETRA
SE0000108656,ERICSSON LM B,SEK,9/30/2020,,ERIC-B.ST
DK0060079531,DSV,DKK,9/30/2020,,DSV.CO
DE0005810055,DEUTSCHE BOERSE,EUR,9/30/2020,,DB1.XETRA
NL0011794037,AHOLD DELHAIZE,EUR,9/30/2020,,AD.AS
FR0000120693,PERNOD RICARD,EUR,9/30/2020,,RI.PA
ES0113900J37,BCO SANTANDER,EUR,9/30/2020,,SAN.MC
ES0148396007,Industria de Diseno Textil SA,EUR,9/30/2020,,ITX.MC
SE0000115446,VOLVO B,SEK,9/30/2020,,VOLV-B.ST
FR0000052292,HERMES INTERNATIONAL,EUR,9/30/2020,,RMS.PA
GB00B1XZS820,ANGLO AMERICAN,GBP,9/30/2020,,NGLB.XETRA
DE0007664039,VOLKSWAGEN PREF,EUR,9/30/2020,,VOW.XETRA
CH0432492467,ALCON,CHF,9/30/2020,,ALC.US
NL0011821202,ING GRP,EUR,9/30/2020,,INGA.AS
GB00BD6K4575,COMPASS GRP,GBP,9/30/2020,,CPG.LSE
DE0007037129,RWE,EUR,9/30/2020,,RWE.XETRA
ES0109067019,AMADEUS IT GROUP,EUR,9/30/2020,,AMS.MC
FR0010208488,ENGIE,EUR,9/30/2020,,ENGI.PA
DE000ENAG999,E.ON,EUR,9/30/2020,,EOAN.XETRA
FI4000297767,NORDEA BANK,SEK,9/30/2020,,NDA-FI.HE
DK0060094928,ORSTED,DKK,9/30/2020,,ORSTED.CO
GB0008706128,LLOYDS BANKING GRP,GBP,9/30/2020,,LLOY.LSE
DK0010272202,GENMAB,DKK,9/30/2020,,GMAB.CO
NL0000395903,WOLTERS KLUWER,EUR,9/30/2020,,WKL.AS
DE0005190003,BMW,EUR,9/30/2020,,BMW.XETRA
SE0007100581,ASSA ABLOY,SEK,9/30/2020,,ASSA-B.ST
CH0012214059,Holcim,CHF,9/30/2020,,HOLN.SW
FR0000125007,SAINT GOBAIN,EUR,9/30/2020,,SGO.PA
JE00B4T3BW64,GLENCORE PLC,GBP,9/30/2020,,GLEN.LSE
FI0009013296,NESTE,EUR,9/30/2020,,NESTE.HE
GB00B3MBS747,OCADO,GBP,9/30/2020,,OCDO.LSE
NL0011585146,FERRARI,EUR,9/30/2020,,2FE.XETRA
FI0009000681,NOKIA,EUR,9/30/2020,,NOKIA.HE
CH0030170408,GEBERIT,CHF,9/30/2020,,GEBN.SW
FR0000125338,CAP GEMINI,EUR,9/30/2020,,CAP.PA
SE0009922164,Essity B,SEK,9/30/2020,,ESSITY-B.ST
ES0105066007,CELLNEX TELECOM,EUR,9/30/2020,,CLNX.MC
SE0000667891,SANDVIK,SEK,9/30/2020,,SAND.ST
CH0126881561,SWISS REINSURANCE COMPANY,CHF,9/30/2020,,SREN.SW
FR0010307819,LEGRAND,EUR,9/30/2020,,LR.PA
NL0000009165,HEINEKEN,EUR,9/30/2020,,HEIA.AS
FR0000133308,ORANGE,EUR,9/30/2020,,ORA.PA
GB0031348658,BARCLAYS,GBP,9/30/2020,,BARC.LSE
NL0000226223,STMICROELECTRONICS,EUR,9/30/2020,,STMPA.PA
GB0002634946,BAE SYSTEMS,GBP,9/30/2020,,BA.LSE
IE0004906560,KERRY GRP,EUR,9/30/2020,,KRZ.IR
IT0003132476,ENI,EUR,9/30/2020,,ENI.XETRA
NL0013267909,AKZO NOBEL,EUR,9/30/2020,,AKZA.AS
DE0006599905,MERCK,EUR,9/30/2020,,MRK.XETRA
DK0060448595,COLOPLAST B,DKK,9/30/2020,,COLO-B.CO
DE0005785604,FRESENIUS,EUR,9/30/2020,,FRE.XETRA
DE0006048432,HENKEL PREF,EUR,9/30/2020,,HEN3.XETRA
ES0113211835,BCO BILBAO VIZCAYA ARGENTARIA,EUR,9/30/2020,,BBVA.MC
IT0005239360,UNICREDIT,EUR,9/30/2020,,CRIN.XETRA
IT0000062072,ASSICURAZIONI GENERALI,EUR,9/30/2020,,0K78.LSE
FR0000051807,TELEPERFORMANCE,EUR,9/30/2020,,TEP.PA
DE000SYM9999,SYMRISE,EUR,9/30/2020,,SY1.XETRA
DE0005785802,FRESENIUS MEDICAL CARE,EUR,9/30/2020,,FME.XETRA
DE0005140008,DEUTSCHE BANK,EUR,9/30/2020,,DBK.XETRA
ES0178430E18,TELEFONICA,EUR,9/30/2020,,TEF.MC
GB0009223206,SMITH & NEPHEW,GBP,9/30/2020,,SN.LSE
CH0024608827,PARTNERS GRP HLDG,CHF,9/30/2020,,PGHN.SW
GB0004544929,IMPERIAL BRANDS,GBP,9/30/2020,,IMB.LSE
GB0000536739,ASHTEAD GRP,GBP,9/30/2020,,AHT.LSE
DE000ZAL1111,ZALANDO,EUR,9/30/2020,,ZAL.XETRA
GB0007908733,SCOTTISH & SOUTHERN ENERGY,GBP,9/30/2020,,SSE.LSE
FI0009005987,UPM KYMMENE,EUR,9/30/2020,,UPM.HE
DE000A2E4K43,DELIVERY HERO,EUR,9/30/2020,,DHER.XETRA
SE0000242455,SWEDBANK,SEK,9/30/2020,,SWED-A.ST
GB0005603997,LEGAL & GENERAL GRP,GBP,9/30/2020,,LGEN.LSE
NO0010096985,EQUINOR,NOK,9/30/2020,,EQNR.OL
BE0003739530,UCB,EUR,9/30/2020,,UCB.BR
GB00B5ZN1N88,SEGRO,GBP,9/30/2020,,SGRO.LSE
SE0000148884,SKANDINAVISKA ENSKILDA BK A,SEK,9/30/2020,,SEB-A.ST
IE0004927939,KINGSPAN GRP,EUR,9/30/2020,,KRX.IR
DE0007165631,SARTORIUS PREF.,EUR,9/30/2020,,SRT3.XETRA
PTEDP0AM0009,EDP (PT),EUR,9/30/2020,,EDP.LS
DK0010181759,CARLSBERG B,DKK,9/30/2020,,CARL-B.CO
CH0012549785,SONOVA,CHF,9/30/2020,,SOON.SW
CH0008742519,SWISSCOM,CHF,9/30/2020,,SCMN.SW
CH0025751329,LOGITECH INTERNATIONAL,CHF,9/30/2020,,LOGI.US
NL0012015705,JUST EAT TAKEAWAY.COM NV,EUR,9/30/2020,,TKWY.AS
DK0060336014,NOVONESIS,DKK,9/30/2020,,NSIS-B.CO
GB0031638363,INTERTEK GRP,GBP,9/30/2020,,ITRK.LSE
BE0003565737,KBC GRP,EUR,9/30/2020,,KBC.BR
SE0000106270,HENNES & MAURITZ B,SEK,9/30/2020,,HM-B.ST
SE0007100599,SVENSKA HANDELSBANKEN A,SEK,9/30/2020,,SHB-A.ST
GB00B082RF11,RENTOKIL INITIAL,GBP,9/30/2020,,RTO.LSE
DE000ENER6Y0,SIEMENS ENERGY,EUR,9/30/2020,,ENR.XETRA
GB00B1YW4409,3I GROUP PLC.,GBP,9/30/2020,,III.LSE
NL0010832176,ARGENX,EUR,9/30/2020,,ARGX.BR
SE0012853455,EQT,SEK,9/30/2020,,EQT.ST
GB0004082847,STANDARD CHARTERED,GBP,9/30/2020,,STAN.LSE
CH0014852781,SWISS LIFE HLDG,CHF,9/30/2020,,SLHN.SW
NL0010773842,NN GROUP,EUR,9/30/2020,,NN.AS
DE0005439004,CONTINENTAL,EUR,9/30/2020,,CON.XETRA
FR0000124141,VEOLIA ENVIRONNEMENT,EUR,9/30/2020,,VIE.PA
GB0004052071,HALMA,GBP,9/30/2020,,HLMA.LSE
FR0000130809,GRP SOCIETE GENERALE,EUR,9/30/2020,,GLE.PA
DE0005200000,BEIERSDORF,EUR,9/30/2020,,BEI.XETRA
GB0030913577,BT GRP,GBP,9/30/2020,,BT-A.LSE
FR0000045072,CREDIT AGRICOLE,EUR,9/30/2020,,ACA.PA
CH0024638196,SCHINDLER P,CHF,9/30/2020,,SCHP.SW
FR0010908533,EDENRED,EUR,9/30/2020,,EDEN.PA
GB00B0744B38,BUNZL,GBP,9/30/2020,,BNZL.LSE
CH0025238863,KUEHNE + NAGEL,CHF,9/30/2020,,KNIN.SW
GB00BJFFLV09,CRODA INTERNATIONAL,GBP,9/30/2020,,CRDA.LSE
IT0003153415,SNAM RETE GAS,EUR,9/30/2020,,0NQP.LSE
GB00BWFGQN14,SPIRAX,GBP,9/30/2020,,SPX.LSE
GB00B8C3BL03,SAGE GRP,GBP,9/30/2020,,SGE.LSE
FR0000120503,BOUYGUES,EUR,9/30/2020,,EN.PA
NO0010063308,TELENOR,NOK,9/30/2020,,TEL.OL
ES0105046009,AENA SME,EUR,9/30/2020,,AENA.MC
GB0032089863,NEXT,GBP,9/30/2020,,NXT.LSE
GB0006825383,PERSIMMON,GBP,9/30/2020,,PSN.LSE
DE000LEG1110,LEG IMMOBILIEN,EUR,9/30/2020,,LEG.XETRA
SE0000667925,TELIA COMPANY,SEK,9/30/2020,,TELIA.ST
ES0173516115,REPSOL,EUR,9/30/2020,,REP.MC
GB00BHJYC057,INTERCONTINENTAL HOTELS GRP,GBP,9/30/2020,,IHG.LSE
IT0003242622,TERNA,EUR,9/30/2020,,0LBM.LSE
DE000A1DAHH0,BRENNTAG,EUR,9/30/2020,,BNR.XETRA
DK0010272632,GN STORE NORD,DKK,9/30/2020,,GN.CO
BE0003797140,GRP BRUXELLES LAMBERT,EUR,9/30/2020,,GBLB.BR
DK0010244508,A.P.MOLLER-MAERSK B,DKK,9/30/2020,,MAERSK-B.CO
FR0010220475,ALSTOM,EUR,9/30/2020,,ALO.PA
JE00B8KF9B49,WPP,GBP,9/30/2020,,WPP.LSE
FI0009005961,STORA ENSO R,EUR,9/30/2020,,STERV.HE
CH0102484968,JULIUS BAER GRP,CHF,9/30/2020,,BAER.SW
LU1598757687,ARCELORMITTAL,EUR,9/30/2020,,MT.AS
FR0000120172,CARREFOUR,EUR,9/30/2020,,CA.PA
DE0008402215,HANNOVER RUECK,EUR,9/30/2020,,HNR1.XETRA
DK0010274414,DANSKE BANK,DKK,9/30/2020,,DANSKE.CO
DE000PAH0038,PORSCHE AUTOMOBIL HLDG PREF,EUR,9/30/2020,,PAH3.XETRA
DE0006047004,HEIDELBERG MATERIALS,EUR,9/30/2020,,HEI.XETRA
CH0012453913,TEMENOS,CHF,9/30/2020,,TEMN.SW
FI0009007884,ELISA CORPORATION,EUR,9/30/2020,,ELISA.HE
FI0009007132,FORTUM,EUR,9/30/2020,,FORTUM.HE
DE000A12DM80,SCOUT24,EUR,9/30/2020,,G24.XETRA
DE000A0D9PT0,MTU AERO ENGINES,EUR,9/30/2020,,MTX.XETRA
SE0012673267,EVOLUTION,SEK,9/30/2020,,EVO.ST
GB0006731235,ASSOCIATED BRITISH FOODS,GBP,9/30/2020,,ABF.LSE
CH0012138605,ADECCO,CHF,9/30/2020,,ADEN.SW
ES0171996087,GRIFOLS,EUR,9/30/2020,,GRF.MC
SE0000113250,SKANSKA B,SEK,9/30/2020,,SKA-B.ST
ES0130670112,ENDESA,EUR,9/30/2020,,ELE.MC
IT0000072170,FINECOBANK,EUR,9/30/2020,,ZS3.F
NL0000009082,KPN,EUR,9/30/2020,,KPN.AS
IT0004965148,MONCLER,EUR,9/30/2020,,0QII.LSE
FR0013154002,SARTORIUS STEDIM BIOTECH,EUR,9/30/2020,,DIM.PA
FR0000130452,EIFFAGE,EUR,9/30/2020,,FGR.PA
GB0031743007,BURBERRY,GBP,9/30/2020,,BRBY.LSE
ES0173093024,Redeia Corporacion,EUR,9/30/2020,,RED.MC
GB0033195214,KINGFISHER,GBP,9/30/2020,,KGF.LSE
GB00B02J6398,ADMIRAL GRP,GBP,9/30/2020,,ADM.LSE
FR0000121329,THALES,EUR,9/30/2020,,HO.PA
NO0003054108,MOWI,NOK,9/30/2020,,MOWI.OL
NL0000008977,HEINEKEN HLDG,EUR,9/30/2020,,HEIO.AS
IE0002424939,DCC,GBP,9/30/2020,,DCC.LSE
SE0000108227,SKF B,SEK,9/30/2020,,SKF-B.ST
IT0004176001,PRYSMIAN,EUR,9/30/2020,,0NUX.LSE
SE0000112724,SVENSKA CELLULOSA AKTIE. SCA B,SEK,9/30/2020,,SCA-B.ST
NO0003733800,ORKLA,NOK,9/30/2020,,ORK.OL
GB00B1FH8J72,SEVERN TRENT,GBP,9/30/2020,,SVT.LSE
FR0013280286,BIOMERIEUX,EUR,9/30/2020,,BIM.PA
ES0140609019,CAIXABANK,EUR,9/30/2020,,CABK.MC
DE0006969603,PUMA,EUR,9/30/2020,,PUM.XETRA
GB00B39J2M42,UNITED UTILITIES GRP,GBP,9/30/2020,,UU.LSE
BE0974264930,AGEAS,EUR,9/30/2020,,AGS.BR
FR0010313833,ARKEMA,EUR,9/30/2020,,AKE.PA
IM00B5VQMV65,ENTAIN,GBP,9/30/2020,,ENT.LSE
GB00BMJ6DW54,INFORMA,GBP,9/30/2020,,INF.LSE
IE00BYTBXV33,RYANAIR,EUR,9/30/2020,,RYA.IR
FR0000130577,PUBLICIS GRP,EUR,9/30/2020,,PUB.PA
DK0060252690,PANDORA,DKK,9/30/2020,,PNDORA.CO
GB00BGDT3G23,RIGHTMOVE GRP,GBP,9/30/2020,,RMV.LSE
IT0005366767,NEXI SPA,EUR,9/30/2020,,N0XA.F
CH0016440353,EMS-CHEMIE HLDG,CHF,9/30/2020,,EMSN.SW
SE0005190238,TELE2 B,SEK,9/30/2020,,TEL2-B.ST
GB00BVYVFW23,AUTO TRADER GROUP,GBP,9/30/2020,,AUTO.LSE
FI0009000202,KESKO,EUR,9/30/2020,,KESKOB.HE
GB00B1WY2338,SMITHS GRP,GBP,9/30/2020,,SMIN.LSE
FR0013176526,VALEO,EUR,9/30/2020,,FR.PA
CH0008038389,SWISS PRIME SITE,CHF,9/30/2020,,SPSN.SW
ES0116870314,Naturgy Energy Group,EUR,9/30/2020,,NTGY.MC
CH0012410517,BALOISE,CHF,9/30/2020,,BALN.SW
CH0012255151,SWATCH BEARER,CHF,9/30/2020,,UHR.SW
NL0000334118,ASM INTERNATIONAL,EUR,9/30/2020,,ASM.AS
DE000SHL1006,SIEMENS HEALTHINEERS,EUR,9/30/2020,,SHL.XETRA
NL0006294274,EURONEXT,EUR,9/30/2020,,ENX.PA
DE000KBX1006,KNORR BREMSE,EUR,9/30/2020,,KBX.XETRA
SE0000695876,ALFA LAVAL,SEK,9/30/2020,,ALFA.ST
FR0006174348,BUREAU VERITAS,EUR,9/30/2020,,BVI.PA
NO0010208051,YARA,NOK,9/30/2020,,YAR.OL
GB00BF8Q6K64,ABERDEEN GROUP,GBP,9/30/2020,,ABDN.LSE
NL0000379121,RANDSTAD,EUR,9/30/2020,,RAND.AS
GB0007669376,ST.JAMES'S PLACE CAPITAL,GBP,9/30/2020,,STJ.LSE
CH0009002962,BARRY CALLEBAUT,CHF,9/30/2020,,BARN.SW
GB00BGXQNP29,PHOENIX GROUP HDG.,GBP,9/30/2020,,PHNX.LSE
NL0010801007,IMCD,EUR,9/30/2020,,IMCD.AS
GB0000811801,BARRATT REDROW,GBP,9/30/2020,,BTRW.LSE
FR0010040865,GECINA,EUR,9/30/2020,,GFC.PA
AT0000652011,ERSTE GROUP BANK,EUR,9/30/2020,,ERBAG.PR
NL0012059018,EXOR NV,EUR,9/30/2020,,EXO.AS
FR0000121220,SODEXO,EUR,9/30/2020,,SW.PA
GB00BZ4BQC70,JOHNSON MATTHEY,GBP,9/30/2020,,JMAT.LSE
FR0010533075,Getlink,EUR,9/30/2020,,GET.PA
CH0435377954,SIG GROUP AG,CHF,9/30/2020,,SIGN.SW
GB00B0LCW083,HIKMA PHARMACEUTICALS,GBP,9/30/2020,,HIK.LSE
CH0018294154,PSP SWISS PROPERTY,CHF,9/30/2020,,PSPN.SW
DE000KGX8881,KION GROUP,EUR,9/30/2020,,KGX.XETRA
GB00B1KJJ408,WHITBREAD,GBP,9/30/2020,,WTB.LSE
DE0005158703,BECHTLE,EUR,9/30/2020,,BC8.XETRA
ES0167050915,ACS,EUR,9/30/2020,,ACS.MC
ES0130960018,ENAGAS,EUR,9/30/2020,,ENG.MC
LU1072616219,B&M EUROPEAN VALUE RETAIL,GBP,9/30/2020,,BME.LSE
SE0000379190,CASTELLUM,SEK,9/30/2020,,CAST.ST
FR0000131906,RENAULT,EUR,9/30/2020,,RNO.PA
GB00BKFB1C65,M&G,GBP,9/30/2020,,MNG.LSE
GB0006776081,PEARSON,GBP,9/30/2020,,PSON.LSE
IT0003492391,DIASORIN,EUR,9/30/2020,,0GZX.LSE
DE0006602006,GEA GRP,EUR,9/30/2020,,G1A.XETRA
CH0012100191,TECAN,CHF,9/30/2020,,TECN.SW
IT0003828271,RECORDATI,EUR,9/30/2020,,0KBS.LSE
CH0311864901,VAT GROUP AG,CHF,9/30/2020,,VACN.SW
GB0000456144,ANTOFAGASTA,GBP,9/30/2020,,ANTO.LSE
FR0013326246,UNIBAIL-RODAMCO-WESTFIELD,EUR,9/30/2020,,URW.PA
GB0008782301,TAYLOR WIMPEY,GBP,9/30/2020,,TW.LSE
FR0000120404,ACCOR,EUR,9/30/2020,,AC.PA
NL0015435975,DAVIDE CAMPARI,EUR,9/30/2020,,0ROY.LSE
CH0198251305,COCA-COLA HBC,GBP,9/30/2020,,CCH.LSE
DE000EVNK013,EVONIK INDUSTRIES,EUR,9/30/2020,,EVK.XETRA
FI0009014575,METSO,EUR,9/30/2020,,METSO.HE
IT0000062957,MEDIOBANCA,EUR,9/30/2020,,0HBF.LSE
SE0000163594,SECURITAS B,SEK,9/30/2020,,SECU-B.ST
DE000CBK1001,COMMERZBANK,EUR,9/30/2020,,CBK.XETRA
CH0012142631,CLARIANT,CHF,9/30/2020,,CLN.SW
PLPKO0000016,PKO BANK,PLN,9/30/2020,,PKO.WAR
FI0009014377,ORION B,EUR,9/30/2020,,ORNBV.HE
BE0974349814,WDP,EUR,9/30/2020,,WDP.BR
SE0001515552,INDUTRADE,SEK,9/30/2020,,INDT.ST
SE0000202624,GETINGE B,SEK,9/30/2020,,GETI-B.ST
DE0005470405,LANXESS,EUR,9/30/2020,,LXS.XETRA
NL0011821392,SIGNIFY,EUR,9/30/2020,,LIGHT.AS
GB00BY9D0Y18,DIRECT LINE INSURANCE GROUP,GBP,9/30/2020,,DLG.LSE
DK0060946788,AMBU 'B',DKK,9/30/2020,,AMBU-B.CO
NL0011872643,ASR NEDERLAND NV,EUR,9/30/2020,,ASRNL.AS
FR0010411983,SCOR,EUR,9/30/2020,,SCR.PA
FI0009000459,HUHTAMAKI,EUR,9/30/2020,,HUH1V.HE
GB00BYW0PQ60,LAND SECURITIES,GBP,9/30/2020,,LAND.LSE
SE0000872095,SWEDISH ORPHAN BIOVITRUM,SEK,9/30/2020,,SOBI.ST
SE0000163628,ELEKTA B,SEK,9/30/2020,,EKTA-B.ST
DE0005313704,CARL ZEISS MEDITEC,EUR,9/30/2020,,AFX.XETRA
GB0005576813,HOWDEN JOINERY GRP,GBP,9/30/2020,,HWDN.LSE
SE0001662230,HUSQVARNA B,SEK,9/30/2020,,HUSQ-B.ST
PTGAL0AM0009,GALP ENERGIA,EUR,9/30/2020,,GALP.LS
GB00BYT1DJ19,INTERMEDIATE CAPITAL GRP,GBP,9/30/2020,,ICG.LSE
IT0004056880,AMPLIFON,EUR,9/30/2020,,AXNA.F
FR0013451333,FDJ UNITED,EUR,9/30/2020,,FDJ.PA
FR0000121709,SEB,EUR,9/30/2020,,SK.PA
DK0060634707,ROYAL UNIBREW,DKK,9/30/2020,,RBREW.CO
SE0000114837,TRELLEBORG B,SEK,9/30/2020,,TREL-B.ST
FR0004125920,AMUNDI,EUR,9/30/2020,,AMUN.PA
GB0003718474,GAMES WORKSHOP,GBP,9/30/2020,,GAW.LSE
GB00B019KW72,SAINSBURY (J),GBP,9/30/2020,,SBRY.LSE
BE0003717312,SOFINA,EUR,9/30/2020,,SOF.BR
GB0009465807,WEIR GRP,GBP,9/30/2020,,WEIR.LSE
PLKGHM000017,KGHM,PLN,9/30/2020,,KGH.WAR
IT0003796171,POSTE ITALIANE,EUR,9/30/2020,,7PI.F
GB0003096442,RS Group,GBP,9/30/2020,,RS1.LSE
BMG4593F1389,HISCOX,GBP,9/30/2020,,HSX.LSE
BE0003593044,COFINIMMO,EUR,9/30/2020,,COFB.BR
DE0006452907,NEMETSCHEK,EUR,9/30/2020,,NEM.XETRA
IT0003497168,TELECOM ITALIA,EUR,9/30/2020,,0H6I.LSE
FR0000064578,COVIVIO,EUR,9/30/2020,,COV.PA
DE0007010803,RATIONAL,EUR,9/30/2020,,RAA.XETRA
NL0011540547,ABN AMRO BANK,EUR,9/30/2020,,ABN.AS
FR0013269123,RUBIS,EUR,9/30/2020,,RUI.PA
PTJMT0AE0001,JERONIMO MARTINS,EUR,9/30/2020,,JMT.LS
DE0007030009,RHEINMETALL,EUR,9/30/2020,,RHM.XETRA
AT0000743059,OMV,EUR,9/30/2020,,OMV.VI
GB00BGLP8L22,IMI,GBP,9/30/2020,,IMI.LSE
GB0001367019,BRITISH LAND COMPANY,GBP,9/30/2020,,BLND.LSE
FR0010259150,IPSEN,EUR,9/30/2020,,IPN.PA
FI0009003727,WARTSILA,EUR,9/30/2020,,WRT1V.HE
NO0010582521,GJENSIDIGE FORSIKRING,NOK,9/30/2020,,GJF.OL
GB0003308607,SPECTRIS,GBP,9/30/2020,,SXS.LSE
DK0060636678,TRYG,DKK,9/30/2020,,TRYG.CO
GB00B06QFB75,IG GRP HLDG,GBP,9/30/2020,,IGG.LSE
GB0000904986,BELLWAY,GBP,9/30/2020,,BWY.LSE
NO0005052605,NORSK HYDRO,NOK,9/30/2020,,NHY.OL
GB00BD3VFW73,CONVATEC PLC,GBP,9/30/2020,,CTEC.LSE
PLPKN0000018,ORLEN,PLN,9/30/2020,,PKN.WAR
SE0000108847,LUNDBERGFORETAGEN B,SEK,9/30/2020,,LUND-B.ST
PLPZU0000011,PZU GROUP,PLN,9/30/2020,,PZU.WAR
AT0000746409,VERBUND,EUR,9/30/2020,,VER.VI
IT0005090300,INWIT,EUR,9/30/2020,,WI8.F
SE0011090018,HOLMEN B,SEK,9/30/2020,,HOLM-B.ST
GB0006928617,UNITE GROUP PLC,GBP,9/30/2020,,UTG.LSE
CH0360674466,GALENICA SANTE AG,CHF,9/30/2020,,GALE.SW
SE0006422390,THULE GROUP,SEK,9/30/2020,,THULE.ST
NL0000852564,AALBERTS,EUR,9/30/2020,,AALB.AS
GB0002652740,DERWENT LONDON,GBP,9/30/2020,,DLN.LSE
DK0010219153,ROCKWOOL B,DKK,9/30/2020,,ROCK-B.CO
GB00BG49KP99,TRITAX BIG BOX REIT,GBP,9/30/2020,,BBOX.LSE
SE0014781795,ADDTECH B,SEK,9/30/2020,,ADDT-B.ST
FR0000039299,BOLLORE,EUR,9/30/2020,,BOL.PA
BE0003851681,AEDIFICA,EUR,9/30/2020,,AED.BR
FI4000074984,Valmet,EUR,9/30/2020,,VALMT.HE
BE0003822393,ELIA GROUP,EUR,9/30/2020,,ELI.BR
SE0011337708,AAK,SEK,9/30/2020,,AAK.ST
GB00B63H8491,ROLLS ROYCE HLDG,GBP,9/30/2020,,RR.LSE
GB0001826634,DIPLOMA,GBP,9/30/2020,,DPLM.LSE
FO0000000179,BAKKAFROST,NOK,9/30/2020,,BAKKA.OL
GB00BVFNZH21,ROTORK,GBP,9/30/2020,,ROR.LSE
SE0010100958,LATOUR INVESTMENT B,SEK,9/30/2020,,LATO-B.ST
GB0033986497,ITV,GBP,9/30/2020,,ITV.LSE
NL0012866412,BE SEMICONDUCTOR,EUR,9/30/2020,,BESI.AS
CH0008837566,ALLREAL HLDG,CHF,9/30/2020,,ALLN.SW
IT0005211237,ITALGAS,EUR,9/30/2020,,I10.F
IT0001078911,INTERPUMP GRP,EUR,9/30/2020,,8IG.F
FR0010451203,REXEL,EUR,9/30/2020,,RXL.PA
ES0177542018,IAG,GBP,9/30/2020,,IAG.MC
ES0105025003,MERLIN PROPERTIES SOCIMI,EUR,9/30/2020,,MRL.MC
NO0010310956,SALMAR,NOK,9/30/2020,,SALM.OL
AT0000831706,WIENERBERGER,EUR,9/30/2020,,WIE.VI
FR0000121964,KLEPIERRE,EUR,9/30/2020,,LI.PA
GB00B033F229,CENTRICA,GBP,9/30/2020,,CNA.LSE
CH0466642201,HELVETIA HLDG,CHF,9/30/2020,,HBAN.SW
IT0001250932,HERA,EUR,9/30/2020,,0NVV.LSE
AT0000937503,VOESTALPINE,EUR,9/30/2020,,VOE.VI
BE0003764785,ACKERMANS & VAN HAAREN,EUR,9/30/2020,,ACKB.BR
PLDINPL00011,DINO POLSKA SA,PLN,9/30/2020,,DNP.WAR
FR0010340141,ADP,EUR,9/30/2020,,ADP.PA
ES0113679I37,BANKINTER,EUR,9/30/2020,,BKT.MC
FR0000071946,ALTEN,EUR,9/30/2020,,ATE.PA
GB00BDVZYZ77,INTERNATIONAL DISTRIBUTIONS SERVICES,GBP,9/30/2020,,IDS.LSE
NL0014332678,JDE PEET S,EUR,9/30/2020,,JDEP.AS
FR0000121121,EURAZEO,EUR,9/30/2020,,RF.PA
DK0060738599,DEMANT,DKK,9/30/2020,,DEMANT.CO
GB00B4WFW713,LONDONMETRIC PROPERTY PLC,GBP,9/30/2020,,LMP.LSE
CH0319416936,FLUGHAFEN ZURICH,CHF,9/30/2020,,FHZN.SW
DE0005470306,CTS EVENTIM,EUR,9/30/2020,,EVD.XETRA
DE000A0Z2ZZ5,FREENET,EUR,9/30/2020,,FNTN.XETRA
DE0008232125,LUFTHANSA,EUR,9/30/2020,,LHA.XETRA
IT0005218380,BANCO BPM,EUR,9/30/2020,,0RLA.LSE
FR0000050809,SOPRA STERIA GROUP,EUR,9/30/2020,,SOP.PA
AT0000BAWAG2,BAWAG GROUP AG,EUR,9/30/2020,,BG.VI
FR0000121204,WENDEL,EUR,9/30/2020,,MF.PA
GB0031274896,MARKS & SPENCER GRP,GBP,9/30/2020,,MKS.LSE
NO0003053605,STOREBRAND,NOK,9/30/2020,,STB.OL
IT0003856405,LEONARDO,EUR,9/30/2020,,0ONG.LSE
ES0125220311,ACCIONA S.A.,EUR,9/30/2020,,ANA.MC
SE0007074281,HEXPOL 'B',SEK,9/30/2020,,HPOL-B.ST
PLPEKAO00016,PEKAO,PLN,9/30/2020,,PEO.WAR
JE00BJ1DLW90,MAN GRP,GBP,9/30/2020,,EMG.LSE
FR0012435121,ELIS,EUR,9/30/2020,,ELIS.PA
IT0001233417,A2A,EUR,9/30/2020,,0N54.LSE
GB00B61TVQ02,INCHCAPE,GBP,9/30/2020,,INCH.LSE
AT0000730007,ANDRITZ,EUR,9/30/2020,,ANDR.VI
FR0012757854,SPIE,EUR,9/30/2020,,SPIE.PA
IE0000669501,GLANBIA,EUR,9/30/2020,,GL9.IR
DK0060542181,ISS AS,DKK,9/30/2020,,ISS.CO
ES0113860A34,BCO SABADELL,EUR,9/30/2020,,SAB.MC
IE00BD1RP616,BANK OF IRELAND GROUP,EUR,9/30/2020,,BIRG.IR
NO0010345853,AKER BP,NOK,9/30/2020,,AKRBP.OL
SE0005127818,SAGAX 'B',SEK,12/31/2020,,SAGA-B.ST
ES0127797019,EDP RENOVAVEIS,EUR,12/31/2020,,EDPR.LS
