ISIN,Name,Currency,StartDate,EndDate
CH0025751329,LOGITECH INTERNATIONAL,CHF,2020-09-30,
NL0012015705,JUST EAT TAKEAWAY.COM NV,EUR,2020-09-30,
DK0060336014,NOVONESIS,DKK,2020-09-30,
GB0031638363,INTERTEK GRP,GBP,2020-09-30,
BE0003565737,KBC GRP,EUR,2020-09-30,
SE0000106270,HENNES & MAURITZ B,SEK,2020-09-30,
SE0007100599,SVENSKA HANDELSBANKEN A,SEK,2020-09-30,
GB00B082RF11,RENTOKIL INITIAL,GBP,2020-09-30,
DE000ENER6Y0,SIEMENS ENERGY,EUR,2020-09-30,
GB00B1YW4409,3I GROUP PLC.,GBP,2020-09-30,
NL0010832176,ARGENX,EUR,2020-09-30,
SE0012853455,EQT,SEK,2020-09-30,
GB0004082847,STANDARD CHARTERED,GBP,2020-09-30,
CH0014852781,SWISS LIFE HLDG,CHF,2020-09-30,
NL0010773842,NN GROUP,EUR,2020-09-30,
DE0005439004,CONTINENTAL,EUR,2020-09-30,
FR0000124141,VEOLIA ENVIRONNEMENT,EUR,2020-09-30,
GB0004052071,HALMA,GBP,2020-09-30,
FR0000130809,GRP SOCIETE GENERALE,EUR,2020-09-30,
DE0005200000,BEIERSDORF,EUR,2020-09-30,
GB0030913577,BT GRP,GBP,2020-09-30,
FR0000045072,CREDIT AGRICOLE,EUR,2020-09-30,
CH0024638196,SCHINDLER P,CHF,2020-09-30,
FR0010908533,EDENRED,EUR,2020-09-30,
GB00B0744B38,BUNZL,GBP,2020-09-30,
CH0025238863,KUEHNE + NAGEL,CHF,2020-09-30,
GB00BJFFLV09,CRODA INTERNATIONAL,GBP,2020-09-30,
IT0003153415,SNAM RETE GAS,EUR,2020-09-30,
GB00BWFGQN14,SPIRAX,GBP,2020-09-30,
GB00B8C3BL03,SAGE GRP,GBP,2020-09-30,
FR0000120503,BOUYGUES,EUR,2020-09-30,
NO0010063308,TELENOR,NOK,2020-09-30,
ES0105046009,AENA SME,EUR,2020-09-30,
GB0032089863,NEXT,GBP,2020-09-30,
GB0006825383,PERSIMMON,GBP,2020-09-30,
DE000LEG1110,LEG IMMOBILIEN,EUR,2020-09-30,
SE0000667925,TELIA COMPANY,SEK,2020-09-30,
ES0173516115,REPSOL,EUR,2020-09-30,
GB00BHJYC057,INTERCONTINENTAL HOTELS GRP,GBP,2020-09-30,
IT0003242622,TERNA,EUR,2020-09-30,
DE000A1DAHH0,BRENNTAG,EUR,2020-09-30,
DK0010272632,GN STORE NORD,DKK,2020-09-30,
BE0003797140,GRP BRUXELLES LAMBERT,EUR,2020-09-30,
DK0010244508,A.P.MOLLER-MAERSK B,DKK,2020-09-30,
FR0010220475,ALSTOM,EUR,2020-09-30,
JE00B8KF9B49,WPP,GBP,2020-09-30,
FI0009005961,STORA ENSO R,EUR,2020-09-30,
CH0102484968,JULIUS BAER GRP,CHF,2020-09-30,
LU1598757687,ARCELORMITTAL,EUR,2020-09-30,
FR0000120172,CARREFOUR,EUR,2020-09-30,
DE0008402215,HANNOVER RUECK,EUR,2020-09-30,
DK0010274414,DANSKE BANK,DKK,2020-09-30,
DE000PAH0038,PORSCHE AUTOMOBIL HLDG PREF,EUR,2020-09-30,
DE0006047004,HEIDELBERG MATERIALS,EUR,2020-09-30,
CH0012453913,TEMENOS,CHF,2020-09-30,
FI0009007884,ELISA CORPORATION,EUR,2020-09-30,
FI0009007132,FORTUM,EUR,2020-09-30,
DE000A12DM80,SCOUT24,EUR,2020-09-30,
DE000A0D9PT0,MTU AERO ENGINES,EUR,2020-09-30,
SE0012673267,EVOLUTION,SEK,2020-09-30,
GB0006731235,ASSOCIATED BRITISH FOODS,GBP,2020-09-30,
CH0012138605,ADECCO,CHF,2020-09-30,
ES0171996087,GRIFOLS,EUR,2020-09-30,
SE0000113250,SKANSKA B,SEK,2020-09-30,
ES0130670112,ENDESA,EUR,2020-09-30,
IT0000072170,FINECOBANK,EUR,2020-09-30,
NL0000009082,KPN,EUR,2020-09-30,
IT0004965148,MONCLER,EUR,2020-09-30,
FR0013154002,SARTORIUS STEDIM BIOTECH,EUR,2020-09-30,
FR0000130452,EIFFAGE,EUR,2020-09-30,
GB0031743007,BURBERRY,GBP,2020-09-30,
ES0173093024,Redeia Corporacion,EUR,2020-09-30,
GB0033195214,KINGFISHER,GBP,2020-09-30,
GB00B02J6398,ADMIRAL GRP,GBP,2020-09-30,
FR0000121329,THALES,EUR,2020-09-30,
NO0003054108,MOWI,NOK,2020-09-30,
NL0000008977,HEINEKEN HLDG,EUR,2020-09-30,
IE0002424939,DCC,GBP,2020-09-30,
SE0000108227,SKF B,SEK,2020-09-30,
IT0004176001,PRYSMIAN,EUR,2020-09-30,
SE0000112724,SVENSKA CELLULOSA AKTIE. SCA B,SEK,2020-09-30,
NO0003733800,ORKLA,NOK,2020-09-30,
GB00B1FH8J72,SEVERN TRENT,GBP,2020-09-30,
FR0013280286,BIOMERIEUX,EUR,2020-09-30,
ES0140609019,CAIXABANK,EUR,2020-09-30,
DE0006969603,PUMA,EUR,2020-09-30,
GB00B39J2M42,UNITED UTILITIES GRP,GBP,2020-09-30,
BE0974264930,AGEAS,EUR,2020-09-30,
FR0010313833,ARKEMA,EUR,2020-09-30,
IM00B5VQMV65,ENTAIN,GBP,2020-09-30,
GB00BMJ6DW54,INFORMA,GBP,2020-09-30,
IE00BYTBXV33,RYANAIR,EUR,2020-09-30,
FR0000130577,PUBLICIS GRP,EUR,2020-09-30,
DK0060252690,PANDORA,DKK,2020-09-30,
GB00BGDT3G23,RIGHTMOVE GRP,GBP,2020-09-30,
IT0005366767,NEXI SPA,EUR,2020-09-30,
CH0016440353,EMS-CHEMIE HLDG,CHF,2020-09-30,
SE0005190238,TELE2 B,SEK,2020-09-30,
GB00BVYVFW23,AUTO TRADER GROUP,GBP,2020-09-30,
FI0009000202,KESKO,EUR,2020-09-30,
GB00B1WY2338,SMITHS GRP,GBP,2020-09-30,
FR0013176526,VALEO,EUR,2020-09-30,
CH0008038389,SWISS PRIME SITE,CHF,2020-09-30,
ES0116870314,Naturgy Energy Group,EUR,2020-09-30,
CH0012410517,BALOISE,CHF,2020-09-30,
CH0012255151,SWATCH BEARER,CHF,2020-09-30,
NL0000334118,ASM INTERNATIONAL,EUR,2020-09-30,
DE000SHL1006,SIEMENS HEALTHINEERS,EUR,2020-09-30,
NL0006294274,EURONEXT,EUR,2020-09-30,
DE000KBX1006,KNORR BREMSE,EUR,2020-09-30,
SE0000695876,ALFA LAVAL,SEK,2020-09-30,
FR0006174348,BUREAU VERITAS,EUR,2020-09-30,
NO0010208051,YARA,NOK,2020-09-30,
GB00BF8Q6K64,ABERDEEN GROUP,GBP,2020-09-30,
NL0000379121,RANDSTAD,EUR,2020-09-30,
GB0007669376,ST.JAMES'S PLACE CAPITAL,GBP,2020-09-30,
CH0009002962,BARRY CALLEBAUT,CHF,2020-09-30,
GB00BGXQNP29,PHOENIX GROUP HDG.,GBP,2020-09-30,
NL0010801007,IMCD,EUR,2020-09-30,
GB0000811801,BARRATT REDROW,GBP,2020-09-30,
FR0010040865,GECINA,EUR,2020-09-30,
AT0000652011,ERSTE GROUP BANK,EUR,2020-09-30,
NL0012059018,EXOR NV,EUR,2020-09-30,
FR0000121220,SODEXO,EUR,2020-09-30,
GB00BZ4BQC70,JOHNSON MATTHEY,GBP,2020-09-30,
FR0010533075,Getlink,EUR,2020-09-30,
CH0435377954,SIG GROUP AG,CHF,2020-09-30,
GB00B0LCW083,HIKMA PHARMACEUTICALS,GBP,2020-09-30,
CH0018294154,PSP SWISS PROPERTY,CHF,2020-09-30,
DE000KGX8881,KION GROUP,EUR,2020-09-30,
GB00B1KJJ408,WHITBREAD,GBP,2020-09-30,
DE0005158703,BECHTLE,EUR,2020-09-30,
ES0167050915,ACS,EUR,2020-09-30,
ES0130960018,ENAGAS,EUR,2020-09-30,
LU1072616219,B&M EUROPEAN VALUE RETAIL,GBP,2020-09-30,
SE0000379190,CASTELLUM,SEK,2020-09-30,
FR0000131906,RENAULT,EUR,2020-09-30,
GB00BKFB1C65,M&G,GBP,2020-09-30,
GB0006776081,PEARSON,GBP,2020-09-30,
IT0003492391,DIASORIN,EUR,2020-09-30,
DE0006602006,GEA GRP,EUR,2020-09-30,
CH0012100191,TECAN,CHF,2020-09-30,
IT0003828271,RECORDATI,EUR,2020-09-30,
CH0311864901,VAT GROUP AG,CHF,2020-09-30,
GB0000456144,ANTOFAGASTA,GBP,2020-09-30,
FR0013326246,UNIBAIL-RODAMCO-WESTFIELD,EUR,2020-09-30,
GB0008782301,TAYLOR WIMPEY,GBP,2020-09-30,
FR0000120404,ACCOR,EUR,2020-09-30,
NL0015435975,DAVIDE CAMPARI,EUR,2020-09-30,
CH0198251305,COCA-COLA HBC,GBP,2020-09-30,
DE000EVNK013,EVONIK INDUSTRIES,EUR,2020-09-30,
FI0009014575,METSO,EUR,2020-09-30,
IT0000062957,MEDIOBANCA,EUR,2020-09-30,
SE0000163594,SECURITAS B,SEK,2020-09-30,
DE000CBK1001,COMMERZBANK,EUR,2020-09-30,
CH0012142631,CLARIANT,CHF,2020-09-30,
PLPKO0000016,PKO BANK,PLN,2020-09-30,
FI0009014377,ORION B,EUR,2020-09-30,
BE0974349814,WDP,EUR,2020-09-30,
SE0001515552,INDUTRADE,SEK,2020-09-30,
SE0000202624,GETINGE B,SEK,2020-09-30,
DE0005470405,LANXESS,EUR,2020-09-30,
NL0011821392,SIGNIFY,EUR,2020-09-30,
GB00BY9D0Y18,DIRECT LINE INSURANCE GROUP,GBP,2020-09-30,
DK0060946788,AMBU 'B',DKK,2020-09-30,
NL0011872643,ASR NEDERLAND NV,EUR,2020-09-30,
FR0010411983,SCOR,EUR,2020-09-30,
FI0009000459,HUHTAMAKI,EUR,2020-09-30,
GB00BYW0PQ60,LAND SECURITIES,GBP,2020-09-30,
SE0000872095,SWEDISH ORPHAN BIOVITRUM,SEK,2020-09-30,
SE0000163628,ELEKTA B,SEK,2020-09-30,
DE0005313704,CARL ZEISS MEDITEC,EUR,2020-09-30,
GB0005576813,HOWDEN JOINERY GRP,GBP,2020-09-30,
SE0001662230,HUSQVARNA B,SEK,2020-09-30,
PTGAL0AM0009,GALP ENERGIA,EUR,2020-09-30,
GB00BYT1DJ19,INTERMEDIATE CAPITAL GRP,GBP,2020-09-30,
IT0004056880,AMPLIFON,EUR,2020-09-30,
FR0013451333,FDJ UNITED,EUR,2020-09-30,
FR0000121709,SEB,EUR,2020-09-30,
DK0060634707,ROYAL UNIBREW,DKK,2020-09-30,
SE0000114837,TRELLEBORG B,SEK,2020-09-30,
FR0004125920,AMUNDI,EUR,2020-09-30,
GB0003718474,GAMES WORKSHOP,GBP,2020-09-30,
GB00B019KW72,SAINSBURY (J),GBP,2020-09-30,
BE0003717312,SOFINA,EUR,2020-09-30,
GB0009465807,WEIR GRP,GBP,2020-09-30,
PLKGHM000017,KGHM,PLN,2020-09-30,
IT0003796171,POSTE ITALIANE,EUR,2020-09-30,
GB0003096442,RS Group,GBP,2020-09-30,
BMG4593F1389,HISCOX,GBP,2020-09-30,
BE0003593044,COFINIMMO,EUR,2020-09-30,
DE0006452907,NEMETSCHEK,EUR,2020-09-30,
IT0003497168,TELECOM ITALIA,EUR,2020-09-30,
FR0000064578,COVIVIO,EUR,2020-09-30,
DE0007010803,RATIONAL,EUR,2020-09-30,
NL0011540547,ABN AMRO BANK,EUR,2020-09-30,
FR0013269123,RUBIS,EUR,2020-09-30,
PTJMT0AE0001,JERONIMO MARTINS,EUR,2020-09-30,
DE0007030009,RHEINMETALL,EUR,2020-09-30,
AT0000743059,OMV,EUR,2020-09-30,
GB00BGLP8L22,IMI,GBP,2020-09-30,
GB0001367019,BRITISH LAND COMPANY,GBP,2020-09-30,
FR0010259150,IPSEN,EUR,2020-09-30,
FI0009003727,WARTSILA,EUR,2020-09-30,
NO0010582521,GJENSIDIGE FORSIKRING,NOK,2020-09-30,
GB0003308607,SPECTRIS,GBP,2020-09-30,
DK0060636678,TRYG,DKK,2020-09-30,
GB00B06QFB75,IG GRP HLDG,GBP,2020-09-30,
GB0000904986,BELLWAY,GBP,2020-09-30,
NO0005052605,NORSK HYDRO,NOK,2020-09-30,
GB00BD3VFW73,CONVATEC PLC,GBP,2020-09-30,
PLPKN0000018,ORLEN,PLN,2020-09-30,
SE0000108847,LUNDBERGFORETAGEN B,SEK,2020-09-30,
PLPZU0000011,PZU GROUP,PLN,2020-09-30,
AT0000746409,VERBUND,EUR,2020-09-30,
IT0005090300,INWIT,EUR,2020-09-30,
SE0011090018,HOLMEN B,SEK,2020-09-30,
GB0006928617,UNITE GROUP PLC,GBP,2020-09-30,
CH0360674466,GALENICA SANTE AG,CHF,2020-09-30,
SE0006422390,THULE GROUP,SEK,2020-09-30,
NL0000852564,AALBERTS,EUR,2020-09-30,
GB0002652740,DERWENT LONDON,GBP,2020-09-30,
DK0010219153,ROCKWOOL B,DKK,2020-09-30,
GB00BG49KP99,TRITAX BIG BOX REIT,GBP,2020-09-30,
SE0014781795,ADDTECH B,SEK,2020-09-30,
FR0000039299,BOLLORE,EUR,2020-09-30,
BE0003851681,AEDIFICA,EUR,2020-09-30,
FI4000074984,Valmet,EUR,2020-09-30,
BE0003822393,ELIA GROUP,EUR,2020-09-30,
SE0011337708,AAK,SEK,2020-09-30,
GB00B63H8491,ROLLS ROYCE HLDG,GBP,2020-09-30,
GB0001826634,DIPLOMA,GBP,2020-09-30,
FO0000000179,BAKKAFROST,NOK,2020-09-30,
GB00BVFNZH21,ROTORK,GBP,2020-09-30,
SE0010100958,LATOUR INVESTMENT B,SEK,2020-09-30,
GB0033986497,ITV,GBP,2020-09-30,
NL0012866412,BE SEMICONDUCTOR,EUR,2020-09-30,
CH0008837566,ALLREAL HLDG,CHF,2020-09-30,
IT0005211237,ITALGAS,EUR,2020-09-30,
IT0001078911,INTERPUMP GRP,EUR,2020-09-30,
FR0010451203,REXEL,EUR,2020-09-30,
ES0177542018,IAG,GBP,2020-09-30,
ES0105025003,MERLIN PROPERTIES SOCIMI,EUR,2020-09-30,
NO0010310956,SALMAR,NOK,2020-09-30,
AT0000831706,WIENERBERGER,EUR,2020-09-30,
FR0000121964,KLEPIERRE,EUR,2020-09-30,
GB00B033F229,CENTRICA,GBP,2020-09-30,
CH0466642201,HELVETIA HLDG,CHF,2020-09-30,
IT0001250932,HERA,EUR,2020-09-30,
AT0000937503,VOESTALPINE,EUR,2020-09-30,
BE0003764785,ACKERMANS & VAN HAAREN,EUR,2020-09-30,
PLDINPL00011,DINO POLSKA SA,PLN,2020-09-30,
FR0010340141,ADP,EUR,2020-09-30,
ES0113679I37,BANKINTER,EUR,2020-09-30,
FR0000071946,ALTEN,EUR,2020-09-30,
GB00BDVZYZ77,INTERNATIONAL DISTRIBUTIONS SERVICES,GBP,2020-09-30,
NL0014332678,JDE PEET S,EUR,2020-09-30,
FR0000121121,EURAZEO,EUR,2020-09-30,
DK0060738599,DEMANT,DKK,2020-09-30,
GB00B4WFW713,LONDONMETRIC PROPERTY PLC,GBP,2020-09-30,
CH0319416936,FLUGHAFEN ZURICH,CHF,2020-09-30,
DE0005470306,CTS EVENTIM,EUR,2020-09-30,
DE000A0Z2ZZ5,FREENET,EUR,2020-09-30,
DE0008232125,LUFTHANSA,EUR,2020-09-30,
IT0005218380,BANCO BPM,EUR,2020-09-30,
FR0000050809,SOPRA STERIA GROUP,EUR,2020-09-30,
AT0000BAWAG2,BAWAG GROUP AG,EUR,2020-09-30,
FR0000121204,WENDEL,EUR,2020-09-30,
GB0031274896,MARKS & SPENCER GRP,GBP,2020-09-30,
NO0003053605,STOREBRAND,NOK,2020-09-30,
IT0003856405,LEONARDO,EUR,2020-09-30,
ES0125220311,ACCIONA S.A.,EUR,2020-09-30,
SE0007074281,HEXPOL 'B',SEK,2020-09-30,
PLPEKAO00016,PEKAO,PLN,2020-09-30,
JE00BJ1DLW90,MAN GRP,GBP,2020-09-30,
FR0012435121,ELIS,EUR,2020-09-30,
IT0001233417,A2A,EUR,2020-09-30,
GB00B61TVQ02,INCHCAPE,GBP,2020-09-30,
AT0000730007,ANDRITZ,EUR,2020-09-30,
FR0012757854,SPIE,EUR,2020-09-30,
IE0000669501,GLANBIA,EUR,2020-09-30,
DK0060542181,ISS AS,DKK,2020-09-30,
ES0113860A34,BCO SABADELL,EUR,2020-09-30,
IE00BD1RP616,BANK OF IRELAND GROUP,EUR,2020-09-30,
NO0010345853,AKER BP,NOK,2020-09-30,
SE0005127818,SAGAX 'B',SEK,2020-12-31,
ES0127797019,EDP RENOVAVEIS,EUR,2020-12-31,
FR0014000MR3,EUROFINS SCIENTIFIC,EUR,2020-12-31,
LU2237380790,ALLEGRO.EU,PLN,2020-12-31,
SE0014960373,SWECO 'B',SEK,2020-12-31,
CH0014284498,SIEGFRIED 'R',CHF,2020-12-31,
CH0002432174,BUCHER INDUSTRIES,CHF,2021-03-31,
NL00150001Q9,STELLANTIS,EUR,2021-03-31,
CH0023405456,AVOLTA,CHF,2021-03-31,
GB00BLGZ9862,TESCO,GBP,2021-03-31,
SE0012454072,AVANZA BANK HLDG,SEK,2021-03-31,
SE0015811963,INVESTOR B,SEK,2021-06-30,
CH1101098163,BELIMO HOLDING,CHF,2021-06-30,
GB00BNTJ3546,ALLFUNDS GROUP,EUR,2021-06-30,
SE0015949748,BEIJER REF AB,SEK,2021-06-30,
SE0015961909,HEXAGON B,SEK,2021-06-30,
GB00B63QSB39,GREGGS,GBP,2021-06-30,
DK0061539921,VESTAS WIND SYSTEMS,DKK,2021-06-30,
GB00BYZDVK82,SOFTCAT,GBP,2021-06-30,
GB0001859296,VISTRY GROUP,GBP,2021-06-30,
SE0015988019,NIBE INDUSTRIER B,SEK,2021-06-30,
SE0015658109,EPIROC A,SEK,2021-06-30,
IE00B00MZ448,GRAFTON GRP,GBP,2021-06-30,
SE0015949201,LIFCO B,SEK,2021-06-30,
FR0000130403,CHRISTIAN DIOR,EUR,2021-06-30,
IT0005282865,REPLY,EUR,2021-06-30,
GB00BL9YR756,WISE A,GBP,2021-10-29,
DE000A3E5D64,FUCHS PREF,EUR,2021-10-29,
FR0014003TT8,DASSAULT SYSTEMS,EUR,2021-10-29,
NO0010161896,DNB BANK,NOK,2021-10-29,
NL0006237562,ARCADIS,EUR,2021-10-29,
SE0016589188,ELECTROLUX B,SEK,2021-10-29,
GB00BNNTLN49,PENNON GRP,GBP,2021-10-29,
GB0002869419,BIG YELLOW GROUP,GBP,2021-10-29,
PLLPP0000011,LPP,PLN,2021-10-29,
NL0015000IY2,UMG,EUR,2021-10-29,
GB00B1N7Z094,SAFESTORE HOLDINGS,GBP,2021-12-31,
BE0974259880,D'IETEREN GROUP,EUR,2021-12-31,
DE000DTR0CK8,DAIMLER TRUCK,EUR,2021-12-31,
GB00BM8Q5M07,JD SPORTS FASHION,GBP,2021-12-31,
DK0060854669,RINGKJOBING LANDBOBANK,DKK,2021-12-31,
DE0006766504,AURUBIS,EUR,2022-03-31,
GB00BP6MXD84,SHELL,EUR,2022-03-31,
GB00BYQ0JC66,BEAZLEY,GBP,2022-03-31,
SE0000120669,SSAB B,SEK,2022-03-31,
GB00B17BBQ50,INVESTEC,GBP,2022-03-31,
GB00B1VNSX38,DRAX GRP,GBP,2022-03-31,
FR0014004L86,DASSAULT AVIATION,EUR,2022-03-31,
DE000KSAG888,K + S,EUR,2022-03-31,
CH0126673539,DKSH HOLDING,CHF,2022-03-31,
NO0003043309,KONGSBERG GRUPPEN,NOK,2022-03-31,
CH1169151003,GEORG FISCHER,CHF,2022-06-30,
FR0011726835,GAZTRANSPORT ET TECHNIGAZ,EUR,2022-06-30,
SE0015192067,NORDNET,SEK,2022-06-30,
NO0012470089,TOMRA SYSTEMS,NOK,2022-06-30,
SE0017832488,FASTIGHETS BALDER B,SEK,2022-06-30,
GB00BP92CJ43,TATE & LYLE,GBP,2022-06-30,
CH1175448666,STRAUMANN,CHF,2022-06-30,
DK0010307958,JYSKE BANK,DKK,2022-06-30,
FR001400AJ45,MICHELIN,EUR,2022-06-30,
SE0018012635,WIHLBORGS FASTIGHETER,SEK,2022-06-30,
GB00BPQY8M80,AVIVA,GBP,2022-06-30,
SE0017486889,ATLAS COPCO A,SEK,2022-06-30,
CH1176493729,BACHEM HOLDING,CHF,2022-06-30,
FR0000044448,NEXANS,EUR,2022-06-30,
SE0006993770,AXFOOD,SEK,2022-06-30,
SE0017161243,FORTNOX AB,SEK,2022-06-30,
CH0531751755,BANQUE CANTONALE VAUDOISE,CHF,2022-09-30,
GB00BM8PJY71,NATWEST GROUP,GBP,2022-09-30,
SE0000107203,INDUSTRIVARDEN C,SEK,2022-09-30,
GB0007973794,SERCO GRP,GBP,2022-09-30,
GB00BV9FP302,COMPUTACENTER,GBP,2022-09-30,
GB00BMX86B70,HALEON,GBP,2022-09-30,
GB00BN7SWP63,GSK,GBP,2022-09-30,
GB00B0WMWD03,QINETIQ GRP,GBP,2022-09-30,
CH0130293662,BKW,CHF,2022-09-30,
CH0010570767,LINDT & SPRUENGLI P,CHF,2022-09-30,
GB00BP9LHF23,SCHRODERS,GBP,2022-09-30,
FI0009000277,TIETOEVRY,EUR,2022-09-30,
GB0000961622,BALFOUR BEATTY,GBP,2022-09-30,
BE0003604155,LOTUS BAKERIES,EUR,2022-09-30,
LU0075646355,SUBSEA7,NOK,2022-12-30,
DE000PAG9113,DR ING HC F PORSCHE PREF.,EUR,2022-12-30,
DE000TLX1005,TALANX,EUR,2022-12-30,
FR0013447729,VERALLIA,EUR,2022-12-30,
IE00BF0L3536,AIB GROUP,EUR,2022-12-30,
ES0184262212,VISCOFAN,EUR,2022-12-30,
CH0225173167,CEMBRA MONEY BANK,CHF,2022-12-30,
IT0000066123,BPER Banca,EUR,2023-03-31,
DE000TUAG505,TUI,GBP,2023-03-31,
CY0200352116,FRONTLINE,NOK,2023-03-31,
ES0183746314,VIDRALA,EUR,2023-03-31,
DK0010311471,SYDBANK,DKK,2023-03-31,
IT0003261697,AZIMUT HLDG,EUR,2023-03-31,
NL0014559478,Technip Energies,EUR,2023-03-31,
IT0004764699,BRUNELLO CUCINELLI,EUR,2023-03-31,
GB00BNGDN821,MELROSE INDUSTRIES,GBP,2023-06-30,
SE0014990966,LAGERCRANTZ GROUP 'B',SEK,2023-06-30,
CH1256740924,SGS,CHF,2023-06-30,
LU2290522684,INPOST,EUR,2023-06-30,
DE000A0LD6E6,GERRESHEIMER,EUR,2023-06-30,
SE0020050417,BOLIDEN,SEK,2023-06-30,
BE0974400328,AZELIS GROUP,EUR,2023-06-30,
CH1216478797,DSM FIRMENICH AG,EUR,2023-06-30,
CH0239229302,SFS GROUP,CHF,2023-06-30,
DK0010287663,NKT,DKK,2023-06-30,
PLBZ00000044,SANTANDER BANK POLSKA,PLN,2023-06-30,
NL0015001FS8,FERROVIAL,EUR,2023-06-30,
CH1169360919,ACCELLERON INDUSTRIES,CHF,2023-09-29,
IT0001347308,BUZZI,EUR,2023-09-29,
FI0009005870,KONECRANES,EUR,2023-09-29,
PLOPTTC00011,CD PROJECT SA,PLN,2023-09-29,
DK0062498333,NOVO NORDISK B,DKK,2023-09-29,
DE0006070006,HOCHTIEF,EUR,2023-09-29,
FI4000552500,SAMPO,EUR,2023-12-29,
PTBCP0AM0015,BCO COMERCIAL PORTUGUES,EUR,2023-12-29,
LU2598331598,TENARIS,EUR,2023-12-29,
DK0060257814,ZEALAND PHARMA,DKK,2023-12-29,
BMG0112X1056,AEGON,EUR,2023-12-29,
GB0002318888,CRANSWICK,GBP,2023-12-29,
FR0013506730,VALLOUREC,EUR,2023-12-29,
DE0008303504,TAG IMMOBILIEN AG,EUR,2023-12-29,
BE0974464977,SYENSQO,EUR,2023-12-29,
CH1243598427,SANDOZ GROUP,CHF,2023-12-29,
CH0010675863,SWISSQUOTE 'R',CHF,2023-12-29,
IT0005508921,BANCA MONTE DEI PASCHI,EUR,2023-12-29,
AT0000606306,RAIFFEISEN BANK INTERNATIONAL,EUR,2024-03-28,
IT0000784196,BCA POPOLARE DI SONDRIO,EUR,2024-03-28,
GB00B7KR2P84,EASYJET,GBP,2024-03-28,
CH0360826991,COMET HOLDINGS 'R',CHF,2024-03-28,
SE0015671995,HEMNET,SEK,2024-03-28,
GB00BMWC6P49,MONDI,GBP,2024-03-28,
IT0004810054,UNIPOL ASSICURAZIONI,EUR,2024-03-28,
SE0017780133,WALLENSTAM B,SEK,2024-03-28,
CH0011029946,INFICON,CHF,2024-03-28,
SE0022060521,KINNEVIK B,SEK,2024-06-28,
NL00150003E1,FUGRO,EUR,2024-06-28,
DK0061802139,ALK-ABELLO B,DKK,2024-06-28,
CH1335392721,GALDERMA GROUP N,CHF,2024-06-28,
NL0015000LU4,IVECO GROUP,EUR,2024-06-28,
SE0000375115,MYCRONIC,SEK,2024-06-28,
NO0011202772,VAR ENERGI,NOK,2024-06-28,
FI0009004824,KEMIRA,EUR,2024-06-28,
SE0021921269,SAAB B,SEK,2024-06-28,
DK0010234467,FLSMIDTH & COMPANY,DKK,2024-06-28,
GB00B62G9D36,SHAFTESBURY CAPITAL,GBP,2024-09-30,
ES0105777017,PUIG BRANDS B,EUR,2024-09-30,
FI4000571013,CARGOTEC CORPORATION,EUR,2024-09-30,
DK0015998017,BAVARIAN NORDIC,DKK,2024-09-30,
BE0003823409,FINANCIERE DE TUBIZE,EUR,2024-09-30,
IT0004776628,BANCA MEDIOLANUM,EUR,2024-09-30,
IT0005495657,SAIPEM,EUR,2024-09-30,
GB00BP0RGD03,BERKELEY GRP HLDG,GBP,2024-09-30,
JE00BRX98089,CVC CAPITAL PARTNERS,EUR,2024-09-30,
SE0022419784,SECTRA 'B',SEK,2024-12-30,
GB0031215220,CARNIVAL,GBP,2024-12-30,
IT0001031084,BCA GENERALI,EUR,2024-12-30,
NO0010631567,SPAREBANK 1 SOR-NORGE ASA,NOK,2024-12-30,
NL0009432491,VOPAK,EUR,2024-12-30,
GB00BND88V85,BRIDGEPOINT GROUP,GBP,2024-12-30,
CH0528751586,VZ HOLDING 'N',CHF,2024-12-30,
CH0038388911,SULZER,CHF,2024-12-30,
JE00BMDZN391,TP ICAP,GBP,2024-12-30,
NL0012044747,REDCARE PHARMACY,EUR,2024-12-30,
IM00B7S9G985,PLAYTECH,GBP,2024-12-30,
FI4000552526,Mandatum,EUR,2025-03-28,
DE000A2LQ884,AUTO1 GROUP,EUR,2025-03-28,
NL0000360618,SBM OFFSHORE,EUR,2025-03-28,
GB00BYT18307,TBC BANK GROUP,GBP,2025-03-28,
SE0023615885,EMBRACER GROUP,SEK,2025-03-28,
SE0014504817,LOOMIS,SEK,2025-03-28,
ES0124244E34,MAPFRE,EUR,2025-03-28,
DE0007500001,THYSSENKRUPP,EUR,2025-03-28,
CH1386220409,SUNRISE N A,CHF,2025-03-28,
DE000HAG0005,HENSOLDT,EUR,2025-03-28,
NL0015002CX3,QIAGEN,EUR,2025-03-28,
IL0011284465,PLUS500,GBP,2025-03-28,
